,Location,Title,Price,Company,Summary
2,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
Strong familiarity with all relevant AWS microservices dealing with data organization, parsing, flow, storage, machine learning, and artificial intelligence."
2,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
 Our proprietary cloud-based platform uses artificial intelligence and machine learning techniques to identify, manage, optimize and monetize flexible energy…"
2,"Port Saint Lucie, FL",R Programmer/Statistician,"
$15 - $20 an hour","
PierTop","
Exploratory Data Analysis Visualization Skills in R (selecting appropriate charts, visually explaining data). Programmer will work alongside our management team…"
5,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
Strong familiarity with all relevant AWS microservices dealing with data organization, parsing, flow, storage, machine learning, and artificial intelligence."
2,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
 Our proprietary cloud-based platform uses artificial intelligence and machine learning techniques to identify, manage, optimize and monetize flexible energy…"
2,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
 Our proprietary cloud-based platform uses artificial intelligence and machine learning techniques to identify, manage, optimize and monetize flexible energy…"
2,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
Strong familiarity with all relevant AWS microservices dealing with data organization, parsing, flow, storage, machine learning, and artificial intelligence."
2,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
 Strong familiarity with all relevant AWS microservices dealing with data organization, parsing, flow, storage, machine learning, and artificial intelligence."
1,"Port Saint Lucie, FL",R Programmer/Statistician,"
$15 - $20 an hour","
PierTop","
Programmer will work alongside our management team to develop statistical models, create and manage databases. Coding experience in R required."
5,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
Our proprietary cloud-based platform uses artificial intelligence and machine learning techniques to identify, manage, optimize and monetize flexible energy…"
2,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
 Our proprietary cloud-based platform uses artificial intelligence and machine learning techniques to identify, manage, optimize and monetize flexible energy…"
3,"Port Saint Lucie, FL",R Programmer/Statistician,"
$15 - $20 an hour","
PierTop","
Programmer will work alongside our management team to develop statistical models, create and manage databases. Coding experience in R required."
7,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
Our proprietary cloud-based platform uses artificial intelligence and machine learning techniques to identify, manage, optimize and monetize flexible energy…"
2,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
 Our proprietary cloud-based platform uses artificial intelligence and machine learning techniques to identify, manage, optimize and monetize flexible energy…"
2,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
Our proprietary cloud-based platform uses artificial intelligence and machine learning techniques to identify, manage, optimize and monetize flexible energy…"
2,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
Our proprietary cloud-based platform uses artificial intelligence and machine learning techniques to identify, manage, optimize and monetize flexible energy…"
2,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
 Our proprietary cloud-based platform uses artificial intelligence and machine learning techniques to identify, manage, optimize and monetize flexible energy…"
0,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
Our proprietary cloud-based platform uses artificial intelligence and machine learning techniques to identify, manage, optimize and monetize flexible energy…"
6,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
 Our proprietary cloud-based platform uses artificial intelligence and machine learning techniques to identify, manage, optimize and monetize flexible energy…"
7,"Port Saint Lucie, FL",R Programmer/Statistician,"
$15 - $20 an hour","
PierTop","
 Exploratory Data Analysis Visualization Skills in R (selecting appropriate charts, visually explaining data).Programmer will work alongside our management team…"
2,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
Our proprietary cloud-based platform uses artificial intelligence and machine learning techniques to identify, manage, optimize and monetize flexible energy…"
2,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
 Our proprietary cloud-based platform uses artificial intelligence and machine learning techniques to identify, manage, optimize and monetize flexible energy…"
2,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
 Our proprietary cloud-based platform uses artificial intelligence and machine learning techniques to identify, manage, optimize and monetize flexible energy…"
2,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
Our proprietary cloud-based platform uses artificial intelligence and machine learning techniques to identify, manage, optimize and monetize flexible energy…"
6,"Port Saint Lucie, FL",R Programmer/Statistician,"
$15 - $20 an hour","
PierTop","
Exploratory Data Analysis Visualization Skills in R (selecting appropriate charts, visually explaining data). Programmer will work alongside our management team…"
7,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
Our proprietary cloud-based platform uses artificial intelligence and machine learning techniques to identify, manage, optimize and monetize flexible energy…"
2,"Tampa, FL",Full-Stack / AI Software Engineer – Internship,"
$15 - $25 an hour","
COI Energy Services","
Strong familiarity with all relevant AWS microservices dealing with data organization, parsing, flow, storage, machine learning, and artificial intelligence."
6,"Columbia, SC 29208",Geospatial Data Scientist,"
$50,000 - $60,000 a year","

University of South Carolina","
With more than 20 years of uninterrupted funding from grants, contracts, and foundations, our integrated health and policy research is at the forefront of…"
2,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
4,"Columbia, SC 29208",Geospatial Data Scientist,"
$50,000 - $60,000 a year","

University of South Carolina","
 Master’s degree in public health, health services research, science, engineering, geography or related field with coursework and/or work experience with GIS…"
6,"Aiken County, SC",Statistician III (3IER19),"
$40,759 a year","

State of South Carolina","
Applying appropriate statistical analysis for use in data mining, forecasting, assessment, and/or predictive analytics as appropriate for each assigned project."
6,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
2,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
5,"Columbia, SC 29208",Geospatial Data Scientist,"
$50,000 - $60,000 a year","

University of South Carolina","
 With more than 20 years of uninterrupted funding from grants, contracts, and foundations, our integrated health and policy research is at the forefront of…"
6,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
2,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
5,"Columbia, SC 29208",Geospatial Data Scientist,"
$50,000 - $60,000 a year","

University of South Carolina","
With more than 20 years of uninterrupted funding from grants, contracts, and foundations, our integrated health and policy research is at the forefront of…"
6,"Aiken County, SC",Statistician III (3IER19),"
$40,759 a year","

State of South Carolina","
Applying appropriate statistical analysis for use in data mining, forecasting, assessment, and/or predictive analytics as appropriate for each assigned project."
3,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
5,"Columbia, SC 29208",Geospatial Data Scientist,"
$50,000 - $60,000 a year","

University of South Carolina","
With more than 20 years of uninterrupted funding from grants, contracts, and foundations, our integrated health and policy research is at the forefront of…"
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
2,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
5,"Columbia, SC 29208",Geospatial Data Scientist,"
$50,000 - $60,000 a year","

University of South Carolina","
With more than 20 years of uninterrupted funding from grants, contracts, and foundations, our integrated health and policy research is at the forefront of…"
2,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
5,"Columbia, SC 29208",Geospatial Data Scientist,"
$50,000 - $60,000 a year","

University of South Carolina","
With more than 20 years of uninterrupted funding from grants, contracts, and foundations, our integrated health and policy research is at the forefront of…"
6,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 Performs detailed statistical analysis and research on traffic records data using Statistical Analysis Software (SAS) and other software."
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
1,"Aiken County, SC",Statistician III (3IER19),"
$40,759 a year","

State of South Carolina","
 Applying appropriate statistical analysis for use in data mining, forecasting, assessment, and/or predictive analytics as appropriate for each assigned project."
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
4,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
3,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
5,"Columbia, SC 29208",Geospatial Data Scientist,"
$50,000 - $60,000 a year","

University of South Carolina","
With more than 20 years of uninterrupted funding from grants, contracts, and foundations, our integrated health and policy research is at the forefront of…"
6,"Aiken County, SC",Statistician III (3IER19),"
$40,759 a year","

State of South Carolina","
 Applying appropriate statistical analysis for use in data mining, forecasting, assessment, and/or predictive analytics as appropriate for each assigned project."
2,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
5,"Columbia, SC 29208",Geospatial Data Scientist,"
$50,000 - $60,000 a year","

University of South Carolina","
With more than 20 years of uninterrupted funding from grants, contracts, and foundations, our integrated health and policy research is at the forefront of…"
3,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
5,"Columbia, SC 29208",Geospatial Data Scientist,"
$50,000 - $60,000 a year","

University of South Carolina","
 Master’s degree in public health, health services research, science, engineering, geography or related field with coursework and/or work experience with GIS…"
2,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
5,"Columbia, SC 29208",Geospatial Data Scientist,"
$50,000 - $60,000 a year","

University of South Carolina","
 Master’s degree in public health, health services research, science, engineering, geography or related field with coursework and/or work experience with GIS…"
6,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
6,"Aiken County, SC",Statistician III (3IER19),"
$40,759 a year","

State of South Carolina","
Applying appropriate statistical analysis for use in data mining, forecasting, assessment, and/or predictive analytics as appropriate for each assigned project."
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
6,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
4,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
6,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
6,"Aiken County, SC",Statistician III (3IER19),"
$40,759 a year","

State of South Carolina","
 Applying appropriate statistical analysis for use in data mining, forecasting, assessment, and/or predictive analytics as appropriate for each assigned project."
6,"Aiken County, SC",Statistician III (3IER19),"
$40,759 a year","

State of South Carolina","
Applying appropriate statistical analysis for use in data mining, forecasting, assessment, and/or predictive analytics as appropriate for each assigned project."
6,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
3,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
5,"Columbia, SC 29208",Geospatial Data Scientist,"
$50,000 - $60,000 a year","

University of South Carolina","
With more than 20 years of uninterrupted funding from grants, contracts, and foundations, our integrated health and policy research is at the forefront of…"
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
6,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
6,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
3,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
5,"Columbia, SC 29208",Geospatial Data Scientist,"
$50,000 - $60,000 a year","

University of South Carolina","
With more than 20 years of uninterrupted funding from grants, contracts, and foundations, our integrated health and policy research is at the forefront of…"
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
2,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
5,"Columbia, SC 29208",Geospatial Data Scientist,"
$50,000 - $60,000 a year","

University of South Carolina","
Master’s degree in public health, health services research, science, engineering, geography or related field with coursework and/or work experience with GIS…"
6,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
2,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
5,"Columbia, SC 29208",Geospatial Data Scientist,"
$50,000 - $60,000 a year","

University of South Carolina","
 Master’s degree in public health, health services research, science, engineering, geography or related field with coursework and/or work experience with GIS…"
6,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
6,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
6,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
3,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
5,"Columbia, SC 29208",Geospatial Data Scientist,"
$50,000 - $60,000 a year","

University of South Carolina","
With more than 20 years of uninterrupted funding from grants, contracts, and foundations, our integrated health and policy research is at the forefront of…"
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
6,"Aiken County, SC",Statistician III (3IER19),"
$40,759 a year","

State of South Carolina","
Applying appropriate statistical analysis for use in data mining, forecasting, assessment, and/or predictive analytics as appropriate for each assigned project."
4,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
6,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
2,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
5,"Columbia, SC 29208",Geospatial Data Scientist,"
$50,000 - $60,000 a year","

University of South Carolina","
 With more than 20 years of uninterrupted funding from grants, contracts, and foundations, our integrated health and policy research is at the forefront of…"
6,"Aiken County, SC",Statistician III (3IER19),"
$40,759 a year","

State of South Carolina","
Applying appropriate statistical analysis for use in data mining, forecasting, assessment, and/or predictive analytics as appropriate for each assigned project."
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
4,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
6,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
4,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
6,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
2,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
5,"Columbia, SC 29208",Geospatial Data Scientist,"
$50,000 - $60,000 a year","

University of South Carolina","
With more than 20 years of uninterrupted funding from grants, contracts, and foundations, our integrated health and policy research is at the forefront of…"
1,"Aiken County, SC",Statistician III (3IER19),"
$40,759 a year","

State of South Carolina","
 Applying appropriate statistical analysis for use in data mining, forecasting, assessment, and/or predictive analytics as appropriate for each assigned project."
4,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
2,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
5,"Columbia, SC 29208",Geospatial Data Scientist,"
$50,000 - $60,000 a year","

University of South Carolina","
 Master’s degree in public health, health services research, science, engineering, geography or related field with coursework and/or work experience with GIS…"
6,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
3,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
5,"Columbia, SC 29208",Geospatial Data Scientist,"
$50,000 - $60,000 a year","

University of South Carolina","
 With more than 20 years of uninterrupted funding from grants, contracts, and foundations, our integrated health and policy research is at the forefront of…"
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
A bachelor's degree in mathematics or statistics, and relevant program experience. Performs detailed statistical analysis and research on traffic records data…"
7,"Columbia, SC 29223",Statistician III,"
$40,759 a year","

State of South Carolina","
 A bachelor's degree in mathematics or statistics, and relevant program experience.Performs detailed statistical analysis and research on traffic records data…"
